commodity,variety,source_district,destination_district,buying_price,selling_price,distance_km,transport_cost,gross_margin,expected_margin,route_rank
Mango,Dusheri,Baghpat,Patiala,2200.00,6000.00,217.66,761.81,3800.00,3038.19,49
Mango,Dusheri,Haridwar,Karnal,1500.00,5000.00,146.81,513.84,3500.00,2986.17,50
Mango,Fazli,Saharanpur,Delhi,1900.00,5000.00,187.78,657.23,3100.00,2442.77,1
Mango,Fazli,Saharanpur,Jammu,1900.00,5500.00,494.39,1730.37,3600.00,1869.64,2
Mango,Fazli,Dehradoon,Delhi,2500.00,5000.00,251.96,881.86,2500.00,1618.14,3
Mango,Fazli,"Khiri (Lakhimpur)",Shravasti,2570.00,4650.00,141.33,494.66,2080.00,1585.35,4
Mango,Fazli,Dehradoon,Jammu,2500.00,5500.00,498.71,1745.49,3000.00,1254.52,5
Mango,Fazli,Fatehpur,Shravasti,3050.00,4650.00,113.49,397.22,1600.00,1202.79,6
Mango,Fazli,"Khiri (Lakhimpur)",Delhi,2570.00,5000.00,446.39,1562.37,2430.00,867.64,7
Mango,Fazli,Saharanpur,Shravasti,1900.00,4650.00,614.98,2152.43,2750.00,597.57,8
Mango,Fazli,Saharanpur,Dehradoon,1900.00,2500.00,75.46,264.11,600.00,335.89,9
Mango,Fazli,Fatehpur,Delhi,3050.00,5000.00,532.59,1864.07,1950.00,85.94,10
Mango,Fazli,Dehradoon,Shravasti,2500.00,4650.00,593.09,2075.82,2150.00,74.19,11
Mango,Fazli,"Khiri (Lakhimpur)",Fatehpur,2570.00,3050.00,121.21,424.24,480.00,55.77,12
Mango,Hapus(Alphaso),Valsad,Ahilyanagar,1600.00,57500.00,318.19,1113.67,55900.00,54786.34,1
Mango,Hapus(Alphaso),Sholapur,Ahilyanagar,2200.00,57500.00,248.93,871.26,55300.00,54428.75,2
Mango,Hapus(Alphaso),Thane,Ahilyanagar,2900.00,57500.00,235.54,824.39,54600.00,53775.61,3
Mango,Hapus(Alphaso),"Uttara Kannada",Ahilyanagar,2400.00,57500.00,597.93,2092.76,55100.00,53007.25,4
Mango,Hapus(Alphaso),Kolar,Ahilyanagar,1300.00,57500.00,942.04,3297.14,56200.00,52902.86,5
Mango,Hapus(Alphaso),"Karwar(Uttar Kannad)",Ahilyanagar,3200.00,57500.00,599.20,2097.20,54300.00,52202.80,6
Mango,Hapus(Alphaso),"Ranga Reddy",Ahilyanagar,5000.00,57500.00,554.25,1939.88,52500.00,50560.13,7
Mango,Hapus(Alphaso),Pune,Ahilyanagar,6500.00,57500.00,144.05,504.18,51000.00,50495.83,8
Mango,Hapus(Alphaso),Mahendragarh-Narnaul,Ahilyanagar,4500.00,57500.00,1121.33,3924.66,53000.00,49075.35,9
Mango,Hapus(Alphaso),Sangli,Ahilyanagar,8500.00,57500.00,312.36,1093.26,49000.00,47906.74,10
Mango,Hapus(Alphaso),Bharuch,Ahilyanagar,9000.00,57500.00,428.68,1500.38,48500.00,46999.62,11
Mango,Hapus(Alphaso),Amarawati,Ahilyanagar,9000.00,57500.00,467.86,1637.51,48500.00,46862.49,12
Mango,Hapus(Alphaso),Solapur,Ahilyanagar,10000.00,57500.00,250.84,877.94,47500.00,46622.06,13
Mango,Hapus(Alphaso),Hyderabad,Ahilyanagar,10555.64,57500.00,544.94,1907.29,46944.36,45037.07,14
Mango,Hapus(Alphaso),Bangalore,Ahilyanagar,10000.00,57500.00,930.05,3255.18,47500.00,44244.83,15
Mango,Hapus(Alphaso),Jodhpur,Ahilyanagar,10000.00,57500.00,1025.81,3590.34,47500.00,43909.67,16
Mango,Hapus(Alphaso),Palghar,Ahilyanagar,17500.00,57500.00,273.09,955.82,40000.00,39044.19,17
Mango,Hapus(Alphaso),Ahmednagar,Ahilyanagar,19000.00,57500.00,1.31,4.59,38500.00,38495.42,18
Mango,Hapus(Alphaso),Delhi,Ahilyanagar,15833.00,57500.00,1365.24,4778.34,41667.00,36888.66,19
Mango,Hapus(Alphaso),Nashik,Ahilyanagar,20000.00,57500.00,178.35,624.23,37500.00,36875.78,20
Mango,Hapus(Alphaso),Mumbai,Ahilyanagar,22500.00,57500.00,253.16,886.06,35000.00,34113.94,21
Mango,Hapus(Alphaso),Valsad,Mumbai,1600.00,22500.00,232.49,813.72,20900.00,20086.29,22
Mango,Hapus(Alphaso),Thane,Mumbai,2900.00,22500.00,39.98,139.93,19600.00,19460.07,23
Mango,Hapus(Alphaso),Sholapur,Mumbai,2200.00,22500.00,441.89,1546.62,20300.00,18753.39,24
Mango,Hapus(Alphaso),"Uttara Kannada",Mumbai,2400.00,22500.00,624.01,2184.04,20100.00,17915.97,25
Mango,Hapus(Alphaso),Valsad,Nashik,1600.00,20000.00,140.56,491.96,18400.00,17908.04,26
Mango,Hapus(Alphaso),Kolar,Mumbai,1300.00,22500.00,1072.65,3754.28,21200.00,17445.73,27
Mango,Hapus(Alphaso),"Karwar(Uttar Kannad)",Mumbai,3200.00,22500.00,598.18,2093.63,19300.00,17206.37,28
Mango,Hapus(Alphaso),Thane,Nashik,2900.00,20000.00,155.49,544.22,17100.00,16555.79,29
Mango,Hapus(Alphaso),Sholapur,Nashik,2200.00,20000.00,426.51,1492.79,17800.00,16307.22,30
Mango,Hapus(Alphaso),Valsad,Ahmednagar,1600.00,19000.00,317.21,1110.24,17400.00,16289.77,31
Mango,Hapus(Alphaso),Sholapur,Ahmednagar,2200.00,19000.00,249.73,874.06,16800.00,15925.95,32
Mango,Hapus(Alphaso),Pune,Mumbai,6500.00,22500.00,147.55,516.43,16000.00,15483.58,33
Mango,Hapus(Alphaso),Valsad,Palghar,1600.00,17500.00,128.20,448.70,15900.00,15451.30,34
Mango,Hapus(Alphaso),Thane,Ahmednagar,2900.00,19000.00,234.23,819.81,16100.00,15280.20,35
Mango,Hapus(Alphaso),"Uttara Kannada",Nashik,2400.00,20000.00,732.48,2563.68,17600.00,15036.32,36
Mango,Hapus(Alphaso),Kolar,Nashik,1300.00,20000.00,1114.88,3902.08,18700.00,14797.92,37
Mango,Hapus(Alphaso),"Ranga Reddy",Mumbai,5000.00,22500.00,778.68,2725.38,17500.00,14774.62,38
Mango,Hapus(Alphaso),"Uttara Kannada",Ahmednagar,2400.00,19000.00,597.89,2092.62,16600.00,14507.39,39
Mango,Hapus(Alphaso),Kolar,Ahmednagar,1300.00,19000.00,942.68,3299.38,17700.00,14400.62,40
Mango,Hapus(Alphaso),Thane,Palghar,2900.00,17500.00,73.83,258.41,14600.00,14341.60,41
Mango,Hapus(Alphaso),"Karwar(Uttar Kannad)",Nashik,3200.00,20000.00,721.40,2524.90,16800.00,14275.10,42
Mango,Hapus(Alphaso),"Karwar(Uttar Kannad)",Ahmednagar,3200.00,19000.00,599.01,2096.54,15800.00,13703.47,43
Mango,Hapus(Alphaso),Sholapur,Palghar,2200.00,17500.00,499.43,1748.01,15300.00,13552.00,44
Mango,Hapus(Alphaso),Mahendragarh-Narnaul,Mumbai,4500.00,22500.00,1350.75,4727.63,18000.00,13272.38,45
Mango,Hapus(Alphaso),Pune,Nashik,6500.00,20000.00,208.64,730.24,13500.00,12769.76,46
Mango,Hapus(Alphaso),Sangli,Mumbai,8500.00,22500.00,369.79,1294.27,14000.00,12705.74,47
Mango,Hapus(Alphaso),"Uttara Kannada",Palghar,2400.00,17500.00,725.26,2538.41,15100.00,12561.59,48
Mango,Hapus(Alphaso),"Ranga Reddy",Nashik,5000.00,20000.00,726.94,2544.29,15000.00,12455.71,49
Mango,Hapus(Alphaso),Bharuch,Mumbai,9000.00,22500.00,382.74,1339.59,13500.00,12160.41,50
Mango,Keshar,Valsad,Navsari,4000.00,8843.50,45.89,160.62,4843.50,4682.89,1
Mango,Keshar,Amreli,Navsari,4000.00,8843.50,241.45,845.08,4843.50,3998.43,2
Mango,Keshar,Amreli,Porbandar,4000.00,8500.00,206.78,723.73,4500.00,3776.27,3
Mango,Keshar,Surat,Navsari,5000.00,8843.50,37.09,129.82,3843.50,3713.69,4
Mango,Keshar,Bharuch,Navsari,5000.00,8843.50,104.38,365.33,3843.50,3478.17,5
Mango,Keshar,Amreli,Surendranagar,4000.00,8000.00,165.23,578.31,4000.00,3421.70,6
Mango,Keshar,Tumakuru,Navsari,1350.00,8843.50,1168.65,4090.28,7493.50,3403.23,7
Mango,Keshar,Tumkur,Navsari,1500.00,8843.50,1191.89,4171.62,7343.50,3171.89,8
Mango,Keshar,Amreli,Rajkot,4000.00,7375.00,109.58,383.53,3375.00,2991.47,9
Mango,Keshar,Valsad,Porbandar,4000.00,8500.00,452.39,1583.37,4500.00,2916.64,10
Mango,Keshar,Amreli,Mehsana,4000.00,8000.00,313.49,1097.22,4000.00,2902.79,11
Mango,Keshar,"Gir Somnath",Porbandar,5000.00,8500.00,177.48,621.18,3500.00,2878.82,12
Mango,Keshar,"Gir Somnath",Navsari,5000.00,8843.50,280.39,981.37,3843.50,2862.14,13
Mango,Keshar,Valsad,Surendranagar,4000.00,8000.00,337.88,1182.58,4000.00,2817.42,14
Mango,Keshar,"Ranga Reddy",Navsari,3194.47,8843.50,891.74,3121.09,5649.03,2527.94,15
Mango,Keshar,Valsad,Mehsana,4000.00,8000.00,421.80,1476.30,4000.00,2523.70,16
Mango,Keshar,Kolar,Navsari,1900.00,8843.50,1284.56,4495.96,6943.50,2447.54,17
Mango,Keshar,Bharuch,Surendranagar,5000.00,8000.00,224.03,784.11,3000.00,2215.90,18
Mango,Keshar,Amreli,Kachchh,4000.00,7250.00,322.78,1129.73,3250.00,2120.27,19
Mango,Keshar,Valsad,Rajkot,4000.00,7375.00,362.16,1267.56,3375.00,2107.44,20
Mango,Keshar,Surat,Surendranagar,5000.00,8000.00,263.34,921.69,3000.00,2078.31,21
Mango,Keshar,"Gir Somnath",Surendranagar,5000.00,8000.00,270.41,946.44,3000.00,2053.57,22
Mango,Keshar,Bharuch,Mehsana,5000.00,8000.00,276.76,968.66,3000.00,2031.34,23
Mango,Keshar,Surat,Porbandar,5000.00,8500.00,421.33,1474.66,3500.00,2025.35,24
Mango,Keshar,Bharuch,Porbandar,5000.00,8500.00,434.08,1519.28,3500.00,1980.72,25
Mango,Keshar,Tumakuru,Porbandar,1350.00,8500.00,1493.01,5225.54,7150.00,1924.47,26
Mango,Keshar,Bengaluru,Navsari,2500.00,8843.50,1267.08,4434.78,6343.50,1908.72,27
Mango,Keshar,Surat,Mehsana,5000.00,8000.00,340.38,1191.33,3000.00,1808.67,28
Mango,Keshar,"Gir Somnath",Rajkot,5000.00,7375.00,184.86,647.01,2375.00,1727.99,29
Mango,Keshar,Tumkur,Porbandar,1500.00,8500.00,1520.48,5321.68,7000.00,1678.32,30
Mango,Keshar,"Gir Somnath",Mehsana,5000.00,8000.00,420.06,1470.21,3000.00,1529.79,31
Mango,Keshar,Tumakuru,Surendranagar,1350.00,8000.00,1466.51,5132.79,6650.00,1517.22,32
Mango,Keshar,"Ropar (Rupnagar)",Jammu,4500.00,7000.00,309.48,1083.18,2500.00,1416.82,33
Mango,Keshar,Bangalore,Navsari,3000.00,8843.50,1267.08,4434.78,5843.50,1408.72,34
Mango,Keshar,Bharuch,Rajkot,5000.00,7375.00,294.31,1030.09,2375.00,1344.92,35
Mango,Keshar,Hyderabad,Navsari,4444.48,8843.50,877.69,3071.92,4399.02,1327.11,36
Mango,Keshar,Surat,Rajkot,5000.00,7375.00,305.65,1069.78,2375.00,1305.23,37
Mango,Keshar,Tumkur,Surendranagar,1500.00,8000.00,1490.20,5215.70,6500.00,1284.30,38
Mango,Keshar,Tumakuru,Mehsana,1350.00,8000.00,1534.34,5370.19,6650.00,1279.81,39
Mango,Keshar,Valsad,Kachchh,4000.00,7250.00,566.79,1983.77,3250.00,1266.24,40
Mango,Keshar,Tumakuru,Bangalore,1350.00,3000.00,113.89,398.62,1650.00,1251.39,41
Mango,Keshar,Tumkur,Bangalore,1500.00,3000.00,83.08,290.78,1500.00,1209.22,42
Mango,Keshar,"Ranga Reddy",Hyderabad,3194.47,4444.48,35.65,124.78,1250.01,1125.24,43
Mango,Keshar,Tumkur,Mehsana,1500.00,8000.00,1556.00,5446.00,6500.00,1054.00,44
Mango,Keshar,Tumakuru,Hyderabad,1350.00,4444.48,591.49,2070.22,3094.48,1024.27,45
Mango,Keshar,"Gir Somnath",Kachchh,5000.00,7250.00,384.46,1345.61,2250.00,904.39,46
Mango,Keshar,Kolar,Porbandar,1900.00,8500.00,1633.01,5715.54,6600.00,884.47,47
Mango,Keshar,Tumakuru,Rajkot,1350.00,7375.00,1472.20,5152.70,6025.00,872.30,48
Mango,Keshar,Tumkur,Hyderabad,1500.00,4444.48,592.10,2072.35,2944.48,872.13,49
Mango,Keshar,Kolar,Bangalore,1900.00,3000.00,76.43,267.51,1100.00,832.50,50
Mango,Langra,Saharanpur,Kurukshetra,1250.00,7500.00,86.70,303.45,6250.00,5946.55,1
Mango,Langra,Shamli,Kurukshetra,1550.00,7500.00,94.48,330.68,5950.00,5619.32,2
Mango,Langra,Haridwar,Kurukshetra,1550.00,7500.00,160.19,560.67,5950.00,5389.34,3
Mango,Langra,Ambala,Kurukshetra,2000.00,7500.00,54.33,190.16,5500.00,5309.85,4
Mango,Langra,Jhabua,Navsari,1500.00,7750.00,332.49,1163.72,6250.00,5086.29,5
Mango,Langra,Saharanpur,Bhiwani,1250.00,7000.00,236.78,828.73,5750.00,4921.27,6
Mango,Langra,Rampur,Kurukshetra,1500.00,7500.00,313.63,1097.71,6000.00,4902.30,7
Mango,Langra,Shamli,Bhiwani,1550.00,7000.00,169.39,592.87,5450.00,4857.14,8
Mango,Langra,Dehradoon,Kurukshetra,2200.00,7500.00,152.21,532.74,5300.00,4767.27,9
Mango,Langra,UdhamSinghNagar,Kurukshetra,1550.00,7500.00,345.64,1209.74,5950.00,4740.26,10
Mango,Langra,Bulandshahar,Kurukshetra,1900.00,7500.00,249.66,873.81,5600.00,4726.19,11
Mango,Langra,Haridwar,Bhiwani,1550.00,7000.00,293.01,1025.54,5450.00,4424.47,12
Mango,Langra,Bharuch,Navsari,3000.00,7750.00,104.38,365.33,4750.00,4384.67,13
Mango,Langra,Bulandshahar,Bhiwani,1900.00,7000.00,215.26,753.41,5100.00,4346.59,14
Mango,Langra,Gwalior,Kurukshetra,1300.00,7500.00,546.86,1914.01,6200.00,4285.99,15
Mango,Langra,Rampur,Bhiwani,1500.00,7000.00,352.05,1232.18,5500.00,4267.83,16
Mango,Langra,Ambala,Bhiwani,2000.00,7000.00,232.35,813.23,5000.00,4186.78,17
Mango,Langra,Gwalior,Bhiwani,1300.00,7000.00,436.85,1528.98,5700.00,4171.03,18
Mango,Langra,Meerut,Kurukshetra,2750.00,7500.00,171.05,598.68,4750.00,4151.33,19
Mango,Langra,Amroha,Kurukshetra,2500.00,7500.00,249.74,874.09,5000.00,4125.91,20
Mango,Langra,Shahjahanpur,Kurukshetra,1800.00,7500.00,476.78,1668.73,5700.00,4031.27,21
Mango,Langra,UdhamSinghNagar,Bhiwani,1550.00,7000.00,407.84,1427.44,5450.00,4022.56,22
Mango,Langra,Sonipat,Kurukshetra,3000.00,7500.00,136.78,478.73,4500.00,4021.27,23
Mango,Langra,Nanital,Kurukshetra,2350.00,7500.00,326.49,1142.72,5150.00,4007.29,24
Mango,Langra,Saharanpur,Mandi,1250.00,6025.00,242.24,847.84,4775.00,3927.16,25
Mango,Langra,Sambhal,Kurukshetra,2590.00,7500.00,286.05,1001.18,4910.00,3908.83,26
Mango,Langra,Dehradoon,Bhiwani,2200.00,7000.00,312.15,1092.53,4800.00,3707.48,27
Mango,Langra,Sonipat,Bhiwani,3000.00,7000.00,110.99,388.47,4000.00,3611.54,28
Mango,Langra,Meerut,Bhiwani,2750.00,7000.00,192.06,672.21,4250.00,3577.79,29
Mango,Langra,Shahjahanpur,Bhiwani,1800.00,7000.00,480.19,1680.67,5200.00,3519.34,30
Mango,Langra,Haridwar,Mandi,1550.00,6025.00,273.28,956.48,4475.00,3518.52,31
Mango,Langra,Amroha,Bhiwani,2500.00,7000.00,283.98,993.93,4500.00,3506.07,32
Mango,Langra,Saharanpur,Patiala,1250.00,5250.00,148.60,520.10,4000.00,3479.90,33
Mango,Langra,Mathura,Kurukshetra,2800.00,7500.00,359.59,1258.57,4700.00,3441.44,34
Mango,Langra,Agra,Kurukshetra,2625.00,7500.00,411.94,1441.79,4875.00,3433.21,35
Mango,Langra,Shamli,Mandi,1550.00,6025.00,309.41,1082.94,4475.00,3392.07,36
Mango,Langra,Ambala,Mandi,2000.00,6025.00,181.04,633.64,4025.00,3391.36,37
Mango,Langra,Sambhal,Bhiwani,2590.00,7000.00,297.74,1042.09,4410.00,3367.91,38
Mango,Langra,Sirmore,Kurukshetra,3750.00,7500.00,112.61,394.14,3750.00,3355.87,39
Mango,Langra,Delhi,Kurukshetra,3500.00,7500.00,189.46,663.11,4000.00,3336.89,40
Mango,Langra,Hyderabad,Navsari,1388.90,7750.00,877.69,3071.92,6361.10,3289.19,41
Mango,Langra,Mathura,Bhiwani,2800.00,7000.00,260.41,911.44,4200.00,3288.57,42
Mango,Langra,Agra,Bhiwani,2625.00,7000.00,318.69,1115.42,4375.00,3259.59,43
Mango,Langra,Nanital,Bhiwani,2350.00,7000.00,410.58,1437.03,4650.00,3212.97,44
Mango,Langra,Shamli,Patiala,1550.00,5250.00,167.95,587.83,3700.00,3112.18,45
Mango,Langra,Ambala,Patiala,2000.00,5250.00,49.25,172.38,3250.00,3077.63,46
Mango,Langra,Dehradoon,Mandi,2200.00,6025.00,221.24,774.34,3825.00,3050.66,47
Mango,Langra,Delhi,Bhiwani,3500.00,7000.00,133.08,465.78,3500.00,3034.22,48
Mango,Langra,"Ropar (Rupnagar)",Kurukshetra,4000.00,7500.00,143.56,502.46,3500.00,2997.54,49
Mango,Langra,Gwalior,Navsari,1300.00,7750.00,991.78,3471.23,6450.00,2978.77,50
Mango,Malgoa,Kolar,Salem,5000.00,14500.00,204.34,715.19,9500.00,8784.81,1
Mango,Malgoa,Karur,Salem,5500.00,14500.00,99.15,347.03,9000.00,8652.98,2
Mango,Malgoa,Karur,Namakkal,5500.00,14250.00,38.16,133.56,8750.00,8616.44,3
Mango,Malgoa,Kolar,Namakkal,5000.00,14250.00,266.93,934.26,9250.00,8315.75,4
Mango,Malgoa,Alappuzha,Salem,4850.00,14500.00,390.90,1368.15,9650.00,8281.85,5
Mango,Malgoa,Karur,Thiruchirappalli,5500.00,14000.00,85.84,300.44,8500.00,8199.56,6
Mango,Malgoa,Alappuzha,Namakkal,4850.00,14250.00,347.05,1214.68,9400.00,8185.33,7
Mango,Malgoa,Alappuzha,Thiruchirappalli,4850.00,14000.00,370.68,1297.38,9150.00,7852.62,8
Mango,Malgoa,Kolar,Thiruchirappalli,5000.00,14000.00,332.69,1164.42,9000.00,7835.59,9
Mango,Malgoa,Bangalore,Salem,6000.00,14500.00,197.33,690.66,8500.00,7809.35,10
Mango,Malgoa,Bangalore,Namakkal,6000.00,14250.00,257.01,899.54,8250.00,7350.47,11
Mango,Malgoa,Hyderabad,Salem,4583.37,14500.00,796.21,2786.74,9916.63,7129.90,12
Mango,Malgoa,Bangalore,Thiruchirappalli,6000.00,14000.00,336.68,1178.38,8000.00,6821.62,13
Mango,Malgoa,Hyderabad,Namakkal,4583.37,14250.00,858.54,3004.89,9666.63,6661.74,14
Mango,Malgoa,Hyderabad,Thiruchirappalli,4583.37,14000.00,915.06,3202.71,9416.63,6213.92,15
Mango,Malgoa,Theni,Salem,8000.00,14500.00,248.20,868.70,6500.00,5631.30,16
Mango,Malgoa,Ranipet,Salem,8000.00,14500.00,252.55,883.93,6500.00,5616.08,17
Mango,Malgoa,Theni,Namakkal,8000.00,14250.00,192.80,674.80,6250.00,5575.20,18
Mango,Malgoa,Theni,Thiruchirappalli,8000.00,14000.00,199.31,697.59,6000.00,5302.42,19
Mango,Malgoa,Ranipet,Namakkal,8000.00,14250.00,298.39,1044.37,6250.00,5205.64,20
Mango,Malgoa,Tenkasi,Salem,8000.00,14500.00,393.80,1378.30,6500.00,5121.70,21
Mango,Malgoa,Tenkasi,Namakkal,8000.00,14250.00,335.45,1174.08,6250.00,5075.93,22
Mango,Malgoa,Ranipet,Thiruchirappalli,8000.00,14000.00,315.80,1105.30,6000.00,4894.70,23
Mango,Malgoa,Tenkasi,Thiruchirappalli,8000.00,14000.00,319.10,1116.85,6000.00,4883.15,24
Mango,Malgoa,Vellore,Salem,9000.00,14500.00,217.76,762.16,5500.00,4737.84,25
Mango,Malgoa,Hyderabad,Dharmapuri,4583.37,10000.00,230.48,806.68,5416.63,4609.95,26
Mango,Malgoa,Krishnagiri,Salem,9500.00,14500.00,119.81,419.34,5000.00,4580.67,27
Mango,Malgoa,Coimbatore,Salem,9500.00,14500.00,186.54,652.89,5000.00,4347.11,28
Mango,Malgoa,Vellore,Namakkal,9000.00,14250.00,268.71,940.49,5250.00,4309.52,29
Mango,Malgoa,Kolar,Krishnagiri,5000.00,9500.00,85.48,299.18,4500.00,4200.82,30
Mango,Malgoa,Coimbatore,Namakkal,9500.00,14250.00,166.76,583.66,4750.00,4166.34,31
Mango,Malgoa,Krishnagiri,Namakkal,9500.00,14250.00,182.16,637.56,4750.00,4112.44,32
Mango,Malgoa,Vellore,Thiruchirappalli,9000.00,14000.00,297.96,1042.86,5000.00,3957.14,33
Mango,Malgoa,Alappuzha,Coimbatore,4850.00,9500.00,224.84,786.94,4650.00,3863.06,34
Mango,Malgoa,Coimbatore,Thiruchirappalli,9500.00,14000.00,236.09,826.32,4500.00,3673.69,35
Mango,Malgoa,Krishnagiri,Thiruchirappalli,9500.00,14000.00,247.84,867.44,4500.00,3632.56,36
Mango,Malgoa,Kolar,Vellore,5000.00,9000.00,139.14,486.99,4000.00,3513.01,37
Mango,Malgoa,Karur,Coimbatore,5500.00,9500.00,151.51,530.29,4000.00,3469.72,38
Mango,Malgoa,Kolar,Coimbatore,5000.00,9500.00,337.88,1182.58,4500.00,3317.42,39
Mango,Malgoa,Karur,Krishnagiri,5500.00,9500.00,218.94,766.29,4000.00,3233.71,40
Mango,Malgoa,Bangalore,Krishnagiri,6000.00,9500.00,104.76,366.66,3500.00,3133.34,41
Mango,Malgoa,Alappuzha,Krishnagiri,4850.00,9500.00,493.09,1725.82,4650.00,2924.19,42
Mango,Malgoa,Alappuzha,Tenkasi,4850.00,8000.00,153.99,538.97,3150.00,2611.04,43
Mango,Malgoa,Hyderabad,Krishnagiri,4583.37,9500.00,676.41,2367.44,4916.63,2549.20,44
Mango,Malgoa,Alappuzha,Theni,4850.00,8000.00,172.75,604.63,3150.00,2545.38,45
Mango,Malgoa,Bangalore,Coimbatore,6000.00,9500.00,289.16,1012.06,3500.00,2487.94,46
Mango,Malgoa,Karur,Vellore,5500.00,9000.00,306.35,1072.23,3500.00,2427.78,47
Mango,Malgoa,Kolar,Ranipet,5000.00,8000.00,183.36,641.76,3000.00,2358.24,48
Mango,Malgoa,Bangalore,Vellore,6000.00,9000.00,208.84,730.94,3000.00,2269.06,49
Mango,Malgoa,Hyderabad,Vellore,4583.37,9000.00,628.95,2201.33,4416.63,2215.31,50
Mango,Mango,Seoni,Mahendragarh-Narnaul,2000.00,5000.00,372.70,1304.45,3000.00,1695.55,1
Mango,Mango,Kolar,Bengaluru,2500.00,3250.00,76.43,267.51,750.00,482.50,2
Mango,Mango,Kolar,Bangalore,2500.00,3250.00,76.43,267.51,750.00,482.50,2
Mango,Mango,Kalaburagi,Kalburgi,3000.00,3200.00,15.59,54.57,200.00,145.44,3
Mango,Neelam,Patiala,Delhi,2700.00,16000.00,255.46,894.11,13300.00,12405.89,1
Mango,Neelam,"Jalaun (Orai)",Delhi,3000.00,16000.00,435.31,1523.59,13000.00,11476.42,2
Mango,Neelam,Harda,Delhi,2875.00,16000.00,877.20,3070.20,13125.00,10054.80,3
Mango,Neelam,"Ranga Reddy",Delhi,1111.12,16000.00,1607.03,5624.61,14888.88,9264.28,4
Mango,Neelam,Bharuch,Delhi,2900.00,16000.00,1104.43,3865.51,13100.00,9234.50,5
Mango,Neelam,Hyderabad,Delhi,1350.00,16000.00,1573.18,5506.13,14650.00,9143.87,6
Mango,Neelam,Kalahandi,Delhi,2675.00,16000.00,1429.88,5004.58,13325.00,8320.42,7
Mango,Neelam,"Bengaluru South",Delhi,800.00,16000.00,2214.21,7749.74,15200.00,7450.27,8
Mango,Neelam,Tumkur,Delhi,1500.00,16000.00,2128.05,7448.18,14500.00,7051.83,9
Mango,Neelam,"Bengaluru South",Thirupur,800.00,8500.00,226.63,793.21,7700.00,6906.80,10
Mango,Neelam,Chittor,Delhi,1600.00,16000.00,2159.64,7558.74,14400.00,6841.26,11
Mango,Neelam,Patiala,Rajouri,2700.00,11000.00,467.20,1635.20,8300.00,6664.80,12
Mango,Neelam,Kolar,Delhi,1800.00,16000.00,2159.00,7556.50,14200.00,6643.50,13
Mango,Neelam,"Bengaluru South",Malappuram,800.00,8250.00,288.05,1008.18,7450.00,6441.83,14
Mango,Neelam,Dharmapuri,Delhi,4775.00,16000.00,1370.35,4796.23,11225.00,6428.78,15
Mango,Neelam,Tumakuru,Delhi,2500.00,16000.00,2117.34,7410.69,13500.00,6089.31,16
Mango,Neelam,"Bengaluru South",Thiruchirappalli,800.00,8000.00,324.39,1135.37,7200.00,6064.64,17
Mango,Neelam,Tumkur,Thirupur,1500.00,8500.00,314.73,1101.56,7000.00,5898.45,18
Mango,Neelam,Krishnagiri,Delhi,2250.00,16000.00,2244.25,7854.88,13750.00,5895.13,19
Mango,Neelam,Bengaluru,Delhi,2500.00,16000.00,2178.56,7624.96,13500.00,5875.04,20
Mango,Neelam,Kolar,Thirupur,1800.00,8500.00,303.54,1062.39,6700.00,5637.61,21
Mango,Neelam,Chittor,Thirupur,1600.00,8500.00,376.94,1319.29,6900.00,5580.71,22
Mango,Neelam,Tumkur,Malappuram,1500.00,8250.00,348.43,1219.51,6750.00,5530.50,23
Mango,Neelam,Krishnagiri,Thirupur,2250.00,8500.00,231.15,809.03,6250.00,5440.98,24
Mango,Neelam,Chittor,Thiruchirappalli,1600.00,8000.00,337.99,1182.97,6400.00,5217.04,25
Mango,Neelam,Bengaluru,Thirupur,2500.00,8500.00,264.55,925.93,6000.00,5074.08,26
Mango,Neelam,Tumkur,Thiruchirappalli,1500.00,8000.00,412.74,1444.59,6500.00,5055.41,27
Mango,Neelam,Kolar,Malappuram,1800.00,8250.00,403.50,1412.25,6450.00,5037.75,28
Mango,Neelam,Kolar,Thiruchirappalli,1800.00,8000.00,332.69,1164.42,6200.00,5035.59,29
Mango,Neelam,"Bengaluru South",Karur,800.00,6750.00,265.58,929.53,5950.00,5020.47,30
Mango,Neelam,Krishnagiri,Thiruchirappalli,2250.00,8000.00,247.84,867.44,5750.00,4882.56,31
Mango,Neelam,Bangalore,Delhi,3500.00,16000.00,2178.56,7624.96,12500.00,4875.04,32
Mango,Neelam,Chittor,Malappuram,1600.00,8250.00,508.19,1778.67,6650.00,4871.34,33
Mango,Neelam,Tumakuru,Thirupur,2500.00,8500.00,330.35,1156.23,6000.00,4843.78,34
Mango,Neelam,"Bengaluru South",Coimbatore,800.00,6500.00,245.13,857.96,5700.00,4842.05,35
Mango,Neelam,Vellore,Delhi,3500.00,16000.00,2201.68,7705.88,12500.00,4794.12,36
Mango,Neelam,Krishnagiri,Malappuram,2250.00,8250.00,356.20,1246.70,6000.00,4753.30,37
Mango,Neelam,Palakad,Thirupur,3450.00,8500.00,104.80,366.80,5050.00,4683.20,38
Mango,Neelam,Bengaluru,Malappuram,2500.00,8250.00,338.89,1186.12,5750.00,4563.89,39
Mango,Neelam,Tumakuru,Malappuram,2500.00,8250.00,348.20,1218.70,5750.00,4531.30,40
